Unnamed: 0	User ID	Date Created	Number of Likes	Source of Tweet	Tweet	Cleaned Tweet
27		2024-12-31 06:51:02+00:00	0		"@nuskita_love 🌟KINGS WORLD CUP
🏁FECHA : 02 de ENERO
🇵🇪PERU VS ALEMANIA 🇩🇪
🕰️HORA: 1:00 PM
🟩KICK : ElZeein https://t.co/UK9IF3OhAw"	"KINGS WORLD CUP
FECHA  02 de ENERO
PERU VS ALEMANIA 
HORA 100 PM
KICK  ElZeein"
28		2024-12-31 06:51:01+00:00	0		"RT @ManUnitedZone_: Happy Birthday to Sir Alex Ferguson who turns 83 today! 🎉🔴

🏆 13 Premier League titles
🏆 2 Champions League titles
🏆 5…"	"RT  Happy Birthday to Sir Alex Ferguson who turns 83 today 

 13 Premier League titles
 2 Champions League titles
 5"
29		2024-12-31 06:50:54+00:00	0		"RT @ArashMarkazi: What an amazing three-month run it has been in Los Angeles pro sports:

- Sept. 29: Dodgers win NL West
- Oct. 11: Dodger…"	"RT  What an amazing threemonth run it has been in Los Angeles pro sports

 Sept 29 Dodgers win NL West
 Oct 11 Dodger"
30		2024-12-31 06:50:46+00:00	0		"RT @ManUnitedZone_: Happy Birthday to Sir Alex Ferguson who turns 83 today! 🎉🔴

🏆 13 Premier League titles
🏆 2 Champions League titles
🏆 5…"	"RT  Happy Birthday to Sir Alex Ferguson who turns 83 today 

 13 Premier League titles
 2 Champions League titles
 5"
31		2024-12-31 06:50:36+00:00	0		"@nuskita_love 🌟KINGS WORLD CUP
🏁FECHA : 02 de ENERO
🇵🇪PERU VS ALEMANIA 🇩🇪
🕰️HORA: 1:00 PM
🟩KICK : ElZeein https://t.co/FJ6IDclTRx"	"KINGS WORLD CUP
FECHA  02 de ENERO
PERU VS ALEMANIA 
HORA 100 PM
KICK  ElZeein"
32		2024-12-31 06:50:28+00:00	0		"RT @AmorimBalll_: Happy birthday to the GREATEST MANAGER of all time, Sir Alex Ferguson!❤️🏴󠁧󠁢󠁳󠁣󠁴󠁿

🏆 Premier League: 13
🏆 Champions League:…"	"RT  Happy birthday to the GREATEST MANAGER of all time Sir Alex Ferguson

 Premier League 13
 Champions League"
33		2024-12-31 06:49:58+00:00	0		RT @BarackObama: Congrats to Argentina and to the GOAT, Lionel Messi, for an amazing World Cup victory.	RT  Congrats to Argentina and to the GOAT Lionel Messi for an amazing World Cup victory
34		2024-12-31 06:49:31+00:00	0		"@nuskita_love 🌟KINGS WORLD CUP
🏁FECHA : 02 de ENERO
🇵🇪PERU VS ALEMANIA 🇩🇪
🕰️HORA: 1:00 PM
🟩KICK : ElZeein https://t.co/sATEN3NY6v"	"KINGS WORLD CUP
FECHA  02 de ENERO
PERU VS ALEMANIA 
HORA 100 PM
KICK  ElZeein"
35		2024-12-31 06:49:11+00:00	0		"RT @ManUnitedZone_: Happy Birthday to Sir Alex Ferguson who turns 83 today! 🎉🔴

🏆 13 Premier League titles
🏆 2 Champions League titles
🏆 5…"	"RT  Happy Birthday to Sir Alex Ferguson who turns 83 today 

 13 Premier League titles
 2 Champions League titles
 5"
36		2024-12-31 06:49:06+00:00	1		"Who is the captain of the Pakistani cricket team that won the 1992 Cricket World Cup?

A) Imran Khan Pakistani Cricket Legend
B) Javed Miandad Pakistani Cricket Great
C) Wasim Akram Pakistani Cricket Icon
D) Inzamam-ul-Haq Pakistani Cricket Player https://t.co/yUphyuCxY7"	"Who is the captain of the Pakistani cricket team that won the 1992 Cricket World Cup

A Imran Khan Pakistani Cricket Legend
B Javed Miandad Pakistani Cricket Great
C Wasim Akram Pakistani Cricket Icon
D InzamamulHaq Pakistani Cricket Player"
37		2024-12-31 06:49:06+00:00	0		"@nuskita_love 🌟KINGS WORLD CUP
🏁FECHA : 02 de ENERO
🇵🇪PERU VS ALEMANIA 🇩🇪
🕰️HORA: 1:00 PM
🟩KICK : ElZeein https://t.co/4nmVj35sgJ"	"KINGS WORLD CUP
FECHA  02 de ENERO
PERU VS ALEMANIA 
HORA 100 PM
KICK  ElZeein"
38		2024-12-31 06:48:59+00:00	0		"RT @ManUnitedZone_: Happy Birthday to Sir Alex Ferguson who turns 83 today! 🎉🔴

🏆 13 Premier League titles
🏆 2 Champions League titles
🏆 5…"	"RT  Happy Birthday to Sir Alex Ferguson who turns 83 today 

 13 Premier League titles
 2 Champions League titles
 5"
39		2024-12-31 06:47:49+00:00	0		"RT @ManUnitedZone_: Happy Birthday to Sir Alex Ferguson who turns 83 today! 🎉🔴

🏆 13 Premier League titles
🏆 2 Champions League titles
🏆 5…"	"RT  Happy Birthday to Sir Alex Ferguson who turns 83 today 

 13 Premier League titles
 2 Champions League titles
 5"
40		2024-12-31 06:46:02+00:00	1		"Happy birthday to the GREATEST MANAGER of all time, Sir Alex Ferguson!❤️🏴󠁧󠁢󠁳󠁣󠁴󠁿
In the game for 3 decades, adapted every single time, never cried about missing players

🏆 Premier League: 13
🏆 Champions League: 2
🏆 FA Cup: 5
🏆 League Cup:4
🏆 Club World Cup:1

THE UNDISPUTED GOAT🐐 https://t.co/1j5DA7BmhC"	"Happy birthday to the GREATEST MANAGER of all time Sir Alex Ferguson
In the game for 3 decades adapted every single time never cried about missing players

 Premier League 13
 Champions League 2
 FA Cup 5
 League Cup4
 Club World Cup1

THE UNDISPUTED GOAT"
41		2024-12-31 06:45:54+00:00	0		"RT @DignitasFN: Lot of talk about Comp's Goats recently... it's time we celebrate the LION 🦁

🏆World Cup Champion
🥇3x FNCS Winner
💰$3,743,5…"	"RT  Lot of talk about Comps Goats recently its time we celebrate the LION 

World Cup Champion
3x FNCS Winner
37435"
42		2024-12-31 06:45:53+00:00	0		"RT @Football__Tweet: Happy birthday to the one and only, Sir Alex Ferguson, who turns 83 today! 🎉🏴󠁧󠁢󠁳󠁣󠁴󠁿

🏆 Premier League: 13
🏆 Champions…"	"RT  Happy birthday to the one and only Sir Alex Ferguson who turns 83 today 

 Premier League 13
 Champions"
